"","route_pattern_id","route_id","direction_id","route_pattern_name","route_pattern_time_desc","route_pattern_typicality","route_pattern_sort_order","representative_trip_id"
"2229","137-7-0","137",0,"Malden Center - Lincoln St @ Reading Depot","",1,51370003,"50476696"
"2230","137-4-0","137",0,"Malden Center - Main St @ Water St","",3,51370007,"50476782"
"2231","137-7-1","137",1,"Lincoln St @ Reading Depot - Malden Center","",1,51370100,"50476697"
"2232","137-6-1","137",1,"Lincoln St @ Reading Depot - Oak Grove Busway","Weekdays only",1,51370104,"50476684"
"2233","137-4-1","137",1,"Main St @ Water St - Malden Center","",3,51370107,"50476768"
"2234","171-_-0","171",0,"Nubian Station - Logan Airport Terminals","Early mornings only",1,51710000,"50260950"
"2235","201-9-0","201",0,"Fields Corner - Keystone Apt via Puritan Mall & Neponset Ave","",1,52010000,"50432616"
"2236","201-_-0","201",0,"Fields Corner - Adams St & Gallivan Blvd via Neponset Ave","",2,52010003,"50432536"
"2237","201-8-0","201",0,"Fields Corner Station - Keystone Apts via Neponset Ave","Weekdays only",2,52010007,"50432567"
"2238","201-8-1","201",1,"Keystone Apts - Fields Corner Station via Adams St","",1,52010100,"50432496"
"2239","201-_-1","201",1,"Adams St & Gallivan Blvd - Fields Corner via Adams St","",2,52010103,"50432535"
"2240","201-1-1","201",1,"Adams St & Gallivan Blvd - Fields Corner via Adams St","School days only",3,52010107,"50263370_1"
"2241","202-5-0","202",0,"Fields Corner Station - Keystone Apts via Adams St","Weekdays only",1,52020000,"50432531"
"2242","202-A-0","202",0,"Fields Corner - Adams St & Gallivan Blvd via Adams St","School days only",3,52020003,"50263393_2"
"2243","202-4-0","202",0,"Fields Corner Station - Hallett Square via Adams St","Weekday early mornings only",3,52020004,"50432365"
"2244","202-6-1","202",1,"Keystone Apts - Fields Corner Station via Neponset Ave","Weekdays only",1,52020100,"50432500"
"2245","202-5-1","202",1,"Keystone Apt - Fields Corner via Puritan Mall & Neponset Ave","Weekday middays only",1,52020103,"50432552"
"2246","202-4-1","202",1,"Hallett Square - Fields Corner Station via Neponset Ave","Weekday early mornings only",3,52020105,"50432526"
"2247","210-3-0","210",0,"Fields Corner Station - Quincy Center Station","Weekdays only",1,52100000,"50432746"
"2248","210-_-0","210",0,"North Quincy Station - Quincy Center Station","",2,52100003,"50432548"
"2249","210-1-0","210",0,"Fields Corner Station - Braintree Station","Late nights only",3,52100007,"50432745"
"2250","210-3-1","210",1,"Quincy Center Station - Fields Corner Station","Weekdays only",1,52100100,"50432752"
"2251","210-_-1","210",1,"Quincy Center Station - North Quincy Station","",2,52100103,"50432473"
"2252","211-_-0","211",0,"Squantum - Quincy Center Station","",1,52110000,"50432794"
"2253","211-_-1","211",1,"Quincy Center Station - Squantum","",1,52110100,"50432780"
"2254","211-1-1","211",1,"Hollis Ave & Newbury Ave - Squantum","School days only",3,52110104,"50432492"
"2255","211-3-1","211",1,"E Squantum St & Newbury Ave - Squantum","School days only",3,52110105,"50432495"
"2256","211-9-1","211",1,"Hancock St & St Anns Rd - Squantum","School days only",3,52110106,"50432494"
"2257","215-1-0","215",0,"Ashmont Station - Quincy Center Station","",1,52150000,"50432878"
"2258","215-2-0","215",0,"Adams St & Robertson St - Quincy Center Station","School days only",3,52150004,"50432491"
"2259","215-_-0","215",0,"North Quincy Station - Quincy Center Station","Early mornings only",3,52150005,"50432884"
"2260","215-3-0","215",0,"Fields Corner Station - Quincy Center Station","Sundays only",3,52150008,"51210874"
"2261","215-1-1","215",1,"Quincy Center Station - Ashmont Station","",1,52150100,"50432875"
"2262","215-7-1","215",1,"Quincy Center Station - East Milton Square","School days only",3,52150104,"50432396"
"2263","215-_-1","215",1,"Quincy Center Station - North Quincy Station","Early mornings only",3,52150105,"50432925"
"2264","215-3-1","215",1,"Quincy Center Station - Fields Corner Station","Sundays only",3,52150108,"51210902"
"2265","216-2-0","216",0,"Quincy Center Station - Houghs Neck via Germantown","",1,52160000,"50432935"
"2266","216-4-0","216",0,"Quincy Center - Houghs Neck via McGrath Hwy & Germantown","",2,52160004,"50433012"
"2267","216-5-0","216",0,"Coddington St & Newcomb St - Houghs Neck via Germantown","School days only",3,52160007,"50433420"
"2268","216-1-0","216",0,"Calvin Rd & Moffat Rd - Houghs Neck","School days only",3,52160008,"50432963"
"2269","216-6-0","216",0,"Calvin Rd & Moffat Rd - Germantown","School days only",3,52160009,"50432947"
"2270","216-_-1","216",1,"Houghs Neck - Quincy Center Station","",1,52160100,"50432938"
"2271","216-4-1","216",1,"Houghs Neck - Quincy Center Station via McGrath Hwy","",2,52160104,"50432937"
"2272","217-8-0","217",0,"Ashmont Station - Quincy Center Station via North Quincy","Weekdays only",1,52170000,"50432481"
"2273","217-1-0","217",0,"Ashmont - Quincy Center via North Quincy & Hollis Ave","AM peak hours only",2,52170002,"50432490"
"2274","217-8-1","217",1,"Quincy Center Station - Ashmont Station via North Quincy","Weekdays only",1,52170100,"50432480"
"2275","217-2-1","217",1,"Hollis Ave & Newbury Ave - Bryant Ave & Upton St","School days only",2,52170103,"50432644"
"2276","220-3-0","220",0,"Quincy Center Station - Hingham Depot","",1,52200000,"50432368"
"2277","220-4-0","220",0,"Quincy Center Station - Hingham Depot via Hingham Center","Weekdays only",2,52200004,"50432397"
"2278","220-3-1","220",1,"Hingham Depot - Quincy Center Station","",1,52200100,"50432369"
"2279","222-9-0","222",0,"Quincy Center Station - Pleasant St & Washington St","",1,52220000,"50432392"
"2280","222-_-0","222",0,"Quincy Center Station - East Weymouth","",1,52220004,"50432366"
"2281","222-_-1","222",1,"East Weymouth - Quincy Center Station","",1,52220100,"50432367"
"2282","222-9-1","222",1,"Pleasant St & Washington St - Quincy Center Station","",1,52220104,"50432393"
"2283","225-_-0","225",0,"Quincy Center Station - Weymouth Landing via Quincy Ave","",1,52250000,"50432650"
"2284","225-1-0","225",0,"Quincy Center Station - Weymouth Landing via South St","",1,52250004,"50432645"
"2285","225-1-1","225",1,"Weymouth Landing - Quincy Center Station via South St","",1,52250100,"50432648"
"2286","225-_-1","225",1,"Weymouth Landing - Quincy Center Station via Quincy Ave","",1,52250104,"50432647"
"2287","226-_-0","226",0,"Braintree Station - Columbian Square","",1,52260000,"50432665"
"2288","226-_-1","226",1,"Columbian Square - Braintree Station","",1,52260100,"50432646"
"2289","230-3-0","230",0,"Quincy Center Station - Montello Station","",1,52300000,"50432819"
"2290","230-4-0","230",0,"Braintree Station - Montello Station","Weekday early mornings only",3,52300004,"50432870"
"2291","230-3-1","230",1,"Montello Station - Quincy Center Station","",1,52300100,"50432820"
"2292","230-4-1","230",1,"Montello Station - Braintree Station","Weekday early mornings only",3,52300104,"50432827"
"2293","236-2-0","236",0,"Quincy Center Station - South Shore Plaza","",1,52360000,"50432372"
"2294","236-3-0","236",0,"Quincy Center Station - Braintree Station","Mornings only",3,52360004,"50432474"
"2295","236-2-1","236",1,"South Shore Plaza - Quincy Center Station","",1,52360100,"50432373"
"2296","236-3-1","236",1,"Braintree Station - Quincy Center Station","Mornings only",2,52360104,"50432475"
"2297","238-9-0","238",0,"Quincy Center Station - Holbrook/Randolph Station","Weekdays only",1,52380000,"50433023"
"2298","238-7-0","238",0,"Quincy Center Station - Crawford Square","",2,52380003,"50433026"
"2299","238-3-0","238",0,"Quincy Center Station - Avon Square","",3,52380006,"50433070"
"2300","238-5-0","238",0,"Quincy Center - Crawford Square (Omits South Shore Plaza)","Sunday early mornings only",3,52380009,"51211193"
"2301","238-9-1","238",1,"Holbrook/Randolph Station - Quincy Center Station","Weekdays only",1,52380100,"50433019"
"2302","238-7-1","238",1,"Crawford Square - Quincy Center Station","",2,52380103,"50433021"
"2303","238-3-1","238",1,"Avon Square - Quincy Center Station","Sundays only",3,52380106,"51211170"
"2304","240-1-0","240",0,"Ashmont Station - Avon Square","",1,52400000,"50433028"
"2305","240-9-0","240",0,"Ashmont Station - Holbrook/Randolph Station","Weekdays only",1,52400004,"50433031"
"2306","240-_-0","240",0,"Ashmont Station - Crawford Square","",3,52400007,"50433075"
"2307","240-1-1","240",1,"Avon Square - Ashmont Station","",1,52400100,"50433018"
"2308","240-9-1","240",1,"Holbrook/Randolph Station - Ashmont Station","Weekdays only",2,52400104,"50433022"
"2309","240-_-1","240",1,"Memorial Pkwy - Ashmont Station","",2,52400106,"50433079"
"2310","240-3-1","240",1,"Holbrook/Randolph Station - North Randolph","Weekday evenings only",3,52400110,"50433063"
"2311","240-2-1","240",1,"Crawford Square - North Randolph","",3,52400112,"50433067"
"2312","245-_-0","245",0,"Mattapan Station - Quincy Center Station via Edge Hill Rd","Weekdays only",1,52450000,"50432477"
"2313","245-8-0","245",0,"Mattapan - Quincy Center via Alleyne St & Edge Hill Rd","AM peak hours only",2,52450003,"50432448"
"2314","245-_-1","245",1,"Quincy Center Station - Mattapan Station via Edge Hill Rd","Weekdays only",1,52450100,"50432447"
"2315","245-5-1","245",1,"Hancock St & St Anns Rd - Newport Ave & Beale St","School days only",2,52450102,"50432493"
"2316","350-5-0","350",0,"Alewife Station - North Burlington via Burlington Mall","",1,53500000,"50356387"
"2317","350-4-0","350",0,"Alewife Station - North Burlington","",2,53500004,"50356394"
"2318","350-8-0","350",0,"Alewife Station - Northwest Park","Weekday early mornings only",3,53500008,"50356620"
"2319","350-7-0","350",0,"Alewife Station - North Burlington via Burlington Mall Rd","Mornings only",3,53500010,"50316180"
"2320","350-5-1","350",1,"North Burlington - Alewife Station via Burlington Mall","",1,53500100,"50356386"
"2321","350-8-1","350",1,"Northwest Park - Alewife Station","Weekdays only",3,53500104,"50356663"
"2322","350-4-1","350",1,"North Burlington - Alewife Station","",3,53500106,"50998304"
"2323","351-_-0","351",0,"Third Ave - Bedford Woods Dr","Weekdays only",1,53510000,"50356645"
"2324","351-1-0","351",0,"Third Ave - Bedford Woods Dr via EMD Serono","Weekdays only",1,53510002,"50356623"
"2325","351-1-1","351",1,"Bedford Woods Dr - Third Ave via EMD Serono","Weekdays only",1,53510100,"50356646"
"2326","351-_-1","351",1,"Bedford Woods Dr - Third Ave","Weekdays only",1,53510102,"50356624"
"2327","354-4-0","354",0,"State St, Boston - North Burlington via West Cummings Park","",1,53540000,"50476798"
"2328","354-6-0","354",0,"State St, Boston - North Burlington via Medford Sq & West Cummings Park","",1,53540003,"50476765"
"2329","354-4-1","354",1,"North Burlington - State St, Boston via West Cummings Park","",1,53540100,"50476762"
"2330","354-6-1","354",1,"North Burlington - State St, Boston via West Cummings Park & Medford Sq","",2,53540103,"50476810"
"2331","411-9-0","411",0,"Malden Center Station - Jack Satter House via Kennedy Dr","",1,54110000,"50476458"
"2332","411-1-0","411",0,"Malden Center Station - Kennedy Dr","Weekdays only",1,54110003,"50476273"
"2333","411-9-1","411",1,"Jack Satter House - Malden Center Station via Kennedy Dr","",1,54110100,"50476459"
"2334","411-1-1","411",1,"Kennedy Dr - Malden Center Station","Weekdays only",1,54110103,"50476404"
"2335","424-6-0","424",0,"Wonderland Station - Eastern Ave & Essex St","Weekdays only",1,54240000,"50426603"
"2336","424-6-1","424",1,"Eastern Ave & Essex St - Wonderland Station","Weekday mornings only",1,54240100,"50426599"
"2337","426-_-0","426",0,"Haymarket Station - Central Square, Lynn","Weekdays only",1,54260000,"50426569"
"2338","426-7-0","426",0,"Wonderland Station - Central Square, Lynn via Silsbee St","",2,54260003,"50426575"
"2339","426-2-0","426",0,"O'Callaghan Way & Holyoke St - Central Square, Lynn","School days only",3,54260006,"50427144"
"2340","426-3-0","426",0,"O'Callaghan Way & Fecteau Way - Central Square, Lynn","School days only",3,54260007,"50427155"
"2341","426-5-0","426",0,"Haymarket Station - Central Square, Lynn via Bell Cir","Weekday late nights only",3,54260008,"50426864"
"2342","426-_-1","426",1,"Central Square, Lynn - Haymarket Station","Weekdays only",1,54260100,"50426563"
"2343","426-7-1","426",1,"Central Square, Lynn - Wonderland Station","",2,54260103,"50426567"
"2344","428-_-0","428",0,"Haymarket Station - Oaklandvale","Weekdays only",1,54280000,"50427486"
"2345","428-_-1","428",1,"Oaklandvale - Haymarket Station","Weekday mornings only",1,54280100,"50427483"
"2346","429-_-0","429",0,"Central Sq - Northgate Ctr via Square One & Garfield Ave","",1,54290000,"50426716"
"2347","429-3-0","429",0,"Central Square, Lynn - O'Callaghan Way & Fecteau Way","School days only",2,54290004,"50427139"
"2348","429-1-0","429",0,"Central Sq, Lynn - Northgate Shopping Ctr via Garfield Ave","Weekday mornings only",2,54290005,"50426713"
"2349","429-2-0","429",0,"Central Sq, Lynn - Northgate Shopping Ctr via Square One","Evenings only",3,54290008,"50426723"
"2350","429-5-0","429",0,"Neptune Towers - O'Callaghan Way & Osborne St","School days only",3,54290011,"50427149"
"2351","429-_-1","429",1,"Northgate Ctr - Central Sq via Square One & Garfield Ave","",1,54290100,"50426703"
"2352","429-1-1","429",1,"Northgate Shopping Ctr - Central Sq, Lynn via Garfield Ave","Weekday mornings only",2,54290104,"50426699"
"2353","429-3-1","429",1,"O'Callaghan Way & Fecteau Way - Central Square, Lynn","School days only",2,54290107,"50427154"
"2354","429-4-1","429",1,"O'Callaghan Way & Holyoke St - Central Square, Lynn","School days only",3,54290108,"50427145"
"2355","429-2-1","429",1,"Northgate Shopping Ctr - Central Sq, Lynn via Square One","Evenings only",3,54290109,"50426710"
"2356","430-1-0","430",0,"Malden Center Station - Saugus Center","",1,54300000,"50476372"
"2357","430-6-0","430",0,"Malden Center Station - Saugus Center (Omits Square One)","Weekday mornings only",2,54300004,"50476445"
"2358","430-7-0","430",0,"Salem St & Sprague St - Square One Mall","School days only",3,54300007,"50476778"
"2359","430-2-0","430",0,"Malden Center Station - Saugus Center via Kennedy Dr","Weekday evenings only",3,54300008,"50467498"
"2360","430-1-1","430",1,"Saugus Center - Malden Center Station","",1,54300100,"50476278"
"2361","430-6-1","430",1,"Saugus Center - Malden Center Station (Omits Square One)","Weekday mornings only",2,54300104,"50476446"
"2362","430-2-1","430",1,"Saugus Center - Malden Center Station via Kennedy Dr","Weekday evenings only",3,54300107,"50467496"
"2363","435-8-0","435",0,"Neptune Towers - Salem Depot","",1,54350000,"50426652"
"2364","435-7-0","435",0,"Central Square, Lynn - Salem Depot","",2,54350003,"50426655"
"2365","435-6-0","435",0,"Neptune Towers - Liberty Tree Mall","Sundays only",3,54350007,"51211983"
"2366","435-_-0","435",0,"Central Square, Lynn - Liberty Tree Mall","Sundays only",3,54350009,"51211993"
"2367","435-8-1","435",1,"Salem Depot - Neptune Towers","",1,54350100,"50426657"
"2368","435-7-1","435",1,"Salem Depot - Central Square, Lynn","",2,54350103,"50426660"
"2369","435-6-1","435",1,"Liberty Tree Mall - Neptune Towers","Sundays only",3,54350107,"51211984"
"2370","435-_-1","435",1,"Liberty Tree Mall - Central Square, Lynn via Danvers Square","Sundays only",3,54350109,"51211986"
"2371","436-_-0","436",0,"Central Square, Lynn - Liberty Tree Mall","",1,54360000,"50426665"
"2372","436-1-0","436",0,"Central Square, Lynn - North Shore Mall","Weekday mornings only",2,54360003,"50426683"
"2373","436-3-0","436",0,"Neptune Towers - Goodwins Circle","School days only",3,54360006,"50427150"
"2374","436-2-0","436",0,"Central Square, Lynn - Goodwins Circle","",3,54360007,"50426690"
"2375","436-_-1","436",1,"Liberty Tree Mall - Central Square, Lynn","",1,54360100,"50426673"
"2376","436-1-1","436",1,"North Shore Mall - Central Square, Lynn","Weekdays only",2,54360104,"50426687"
"2377","436-3-1","436",1,"Goodwins Circle - Neptune Towers","Weekday mornings only",3,54360106,"50426691"
"2378","436-8-1","436",1,"Broadway & Conomo Ave - Lynn Bus Garage","School days only",3,54360108,"50427138"
"2379","436-9-1","436",1,"Goodridge St & Memorial Park Ave - Lynn Bus Garage","School days only",3,54360109,"50427143"
"2380","436-2-1","436",1,"Goodwins Circle - Central Square, Lynn","Mornings only",3,54360110,"50429538"
"2381","439-_-0","439",0,"Central Square, Lynn - Nahant","Weekdays only",1,54390000,"50426731"
"2382","439-3-0","439",0,"Wonderland Station - Nahant","Weekdays only",1,54390003,"50426825"
"2383","439-3-1","439",1,"Nahant - Wonderland Station","Weekdays only",1,54390100,"50426816"
"2384","439-_-1","439",1,"Nahant - Central Square, Lynn","Weekdays only",2,54390103,"50426730"
"2385","441-7-0","441",0,"Wonderland Station - Marblehead via Paradise Rd","",1,54410000,"50427000"
"2386","441-5-0","441",0,"Wonderland - Marblehead via Paradise Rd (Omits Point of Pines)","Weekdays only",2,54410004,"50426999"
"2387","441-9-0","441",0,"Lynn Bus Garage - Marblehead via Paradise Rd","Early mornings only",3,54410006,"50427124"
"2388","441-7-1","441",1,"Marblehead - Wonderland Station via Paradise Rd","",1,54410100,"50427012"
"2389","441-5-1","441",1,"Marblehead - Wonderland via Paradise Rd (Omits Point of Pines)","Weekdays only",2,54410103,"50427007"
"2390","441442-1-0","441442",0,"Wonderland Station - Ocean St, Lynn","",1,54411000,"50426993"
"2391","441442-1-1","441442",1,"Ocean St, Lynn - Wonderland Station","",1,54411100,"50426998"
"2392","442-7-0","442",0,"Wonderland Station - Marblehead via Humphrey St","",1,54420000,"50426997"
"2393","442-5-0","442",0,"Wonderland - Marblehead via Humphrey St (Omits Point of Pines)","Weekdays only",2,54420004,"50427089"
"2394","442-9-0","442",0,"Lynn Bus Garage - Marblehead via Humphrey St","Mornings only",3,54420007,"50427125"
"2395","442-7-1","442",1,"Marblehead - Wonderland Station via Humphrey St","",1,54420100,"50426994"
"2396","442-5-1","442",1,"Marblehead - Wonderland via Humphrey St (Omits Point of Pines)","Weekday mornings only",2,54420104,"50427005"
"2397","442-9-1","442",1,"Marblehead - Lynn Bus Garage via Humphrey St","Sunday late nights only",3,54420107,"51211857"
"2398","450-8-0","450",0,"Haymarket Station - Salem Depot","Weekdays only",1,54500000,"50426607"
"2399","450-9-0","450",0,"Lynn Bus Garage - Salem Depot","Mornings only",3,54500003,"50426858"
"2400","450-7-0","450",0,"Wonderland Station - Salem Depot","",3,54500007,"51212135"
"2401","450-8-1","450",1,"Salem Depot - Haymarket Station","Weekdays only",1,54500100,"50426581"
"2402","450-7-1","450",1,"Salem Depot - Wonderland Station","",3,54500103,"51212118"
"2403","450-9-1","450",1,"Salem Depot - Lynn Bus Garage","",3,54500105,"50426856"
"2404","451-1-0","451",0,"Salem Depot - North Beverly Station via Tozer Rd","Weekdays only",1,54510000,"50427490"
"2405","451-_-0","451",0,"Salem Depot - North Beverly Station via Cabot St","Weekdays only",1,54510003,"50427496"
"2406","451-_-1","451",1,"North Beverly Station - Salem Depot via Cabot St","Weekdays only",1,54510100,"50427493"
"2407","451-1-1","451",1,"North Beverly Station - Salem Depot via Tozer Rd","Weekdays only",1,54510102,"50427499"
"2408","455-6-0","455",0,"Wonderland Station - Salem Depot","Weekdays only",1,54550000,"50426638"
"2409","455-7-0","455",0,"Wonderland Station - Salem Depot (Omits Shetland Park)","",3,54550003,"51211892"
"2410","455-9-0","455",0,"Lynn Bus Garage - Salem Depot","Weekday early mornings only",3,54550005,"50426861"
"2411","455-8-0","455",0,"Lynn Bus Garage - Salem Depot (Omits Shetland Park)","Early mornings only",3,54550007,"51212000"
"2412","455-6-1","455",1,"Salem Depot - Wonderland Station","Weekdays only",1,54550100,"50426629"
"2413","455-7-1","455",1,"Salem Depot - Wonderland Station (Omits Shetland Park)","",3,54550103,"51211893"
"2414","455-5-1","455",1,"Central Square, Lynn - Wonderland Station","Early mornings only",3,54550105,"50426628"
"2415","455-3-1","455",1,"Brookline St & Empire St - Lynn Bus Garage","School days only",3,54550108,"50427159"
"2416","455-8-1","455",1,"Salem Depot - Lynn Bus Garage (Omits Shetland Park)","Evenings only",3,54550109,"51211967"
"2417","456-_-0","456",0,"Central Square, Lynn - Salem Depot","Weekdays only",1,54560000,"50427478"
"2418","456-_-1","456",1,"Salem Depot - Central Square, Lynn","Weekday middays only",1,54560100,"50427473"
"2419","501-5-0","501",0,"Federal St & Franklin St - Brighton Center via Copley Sq","Weekdays only",1,55010000,"50248339"
"2420","501-4-0","501",0,"Federal St & Franklin St - Brighton Center via Copley Sq & Cambridge St","Weekdays only",2,55010003,"50248480"
"2421","501-4-1","501",1,"Brighton Center - Federal St & Franklin St via Copley Sq","Weekdays only",1,55010100,"50248340"
"2422","501-5-1","501",1,"Brighton Center - Federal St & Franklin St via Cambridge St & Copley Sq","Weekdays only",1,55010103,"50248511"
"2423","504-2-0","504",0,"Federal & Franklin - Watertown via Copley Sq and Newton Crnr","",1,55040000,"50248436"
"2424","504-2-1","504",1,"Watertown Yard - Federal St & Franklin St via Copley Square","",1,55040100,"50248435"
"2425","505-1-0","505",0,"Federal St & Franklin St - Waltham Center via School St","Weekdays only",1,55050000,"50249037"
"2426","505-_-0","505",0,"Federal St & Franklin St - Waltham Center","Weekdays only",2,55050003,"50249018"
"2427","505-_-1","505",1,"Waltham Center - Federal St & Franklin St via School St","Weekdays only",1,55050100,"50249019"
"2428","505-1-1","505",1,"Waltham Center - Federal St & Franklin St","Weekdays only",2,55050103,"50249036"
"2429","553-7-0","553",0,"Newton Corner - Roberts","",1,55530000,"50248580"
"2430","553-7-1","553",1,"Roberts - Newton Corner","",1,55530100,"50248579"
"2431","554-7-0","554",0,"Newton Corner - Waverly Square","Weekdays only",1,55540000,"50248202"
"2432","554-7-1","554",1,"Waverly Square - Newton Corner","Weekdays only",1,55540100,"50248619"
"2433","556-7-0","556",0,"Newton Corner - Waltham Highlands","Weekdays only",1,55560000,"50248201"
"2434","556-7-1","556",1,"Waltham Highlands - Newton Corner","Weekdays only",1,55560100,"50248199"
"2435","558-7-0","558",0,"Newton Corner - Riverside Station","Weekdays only",1,55580000,"50248207"
"2436","558-7-1","558",1,"Riverside Station - Newton Corner","Weekdays only",1,55580100,"50248206"
"2437","712-_-0","712",0,"Orient Heights Station, South Busway - Point Shirley","",1,57120000,"50522019"
"2438","712-1-0","712",0,"Orient Heights Station, South Busway - Winthrop Beach","",2,57120004,"50522024"
"2439","712-2-0","712",0,"Orient Heights Station, North Busway - Point Shirley","Weekdays only",2,57120008,"50521965"
"2440","712-3-0","712",0,"Orient Heights Station, North Busway - Winthrop Beach","Weekday mornings only",2,57120011,"50522023"
"2441","712-1-1","712",1,"Winthrop Beach - Orient Heights Station, South Busway","",1,57120100,"50521967"
"2442","712-3-1","712",1,"Winthrop Beach - Orient Heights Station, North Busway","Weekdays only",2,57120104,"50521966"
"2443","712-_-1","712",1,"Point Shirley - Orient Heights Station, South Busway","",2,57120107,"50522021"
"2444","712-2-1","712",1,"Point Shirley - Orient Heights Station, North Busway","Weekday mornings only",3,57120111,"50522018"
"2445","713-1-0","713",0,"Orient Heights Station, South Busway - Winthrop Beach","",1,57130000,"50522078"
"2446","713-3-0","713",0,"Orient Heights Station, North Busway - Winthrop Beach","Weekdays only",2,57130004,"50522064"
"2447","713-_-0","713",0,"Orient Heights Station  - Point Shirley (South Busway)","",2,57130007,"50522061"
"2448","713-2-0","713",0,"Orient Heights Station, North Busway - Point Shirley","Weekday mornings only",3,57130010,"50522059"
"2449","713-_-1","713",1,"Point Shirley - Orient Heights Station  (South Busway)","",1,57130100,"50521941"
"2450","713-1-1","713",1,"Winthrop Beach - Orient Heights Station, South Busway","",2,57130104,"50522026"
"2451","713-3-1","713",1,"Winthrop Beach - Orient Heights Station, North Busway","Weekdays only",2,57130108,"50522011"
"2452","713-2-1","713",1,"Point Shirley - Orient Heights Station, North Busway","Weekdays only",2,57130111,"50521937"
"2453","714-_-0","714",0,"Hingham Depot - Pemberton Point","",1,57140000,"50533086"
"2454","714-1-0","714",0,"Hingham Depot - Pemberton Point via Hull Medical Center","Weekdays only",2,57140004,"50533085"
"2455","714-2-0","714",0,"Hingham Depot - Pemberton Point via Washington Blvd","Weekdays only",2,57140005,"50533102"
"2456","714-_-1","714",1,"Pemberton Point - Hingham Depot","",1,57140100,"50533096"
"2457","714-1-1","714",1,"Pemberton Point - Hingham Depot via Hull Medical Center","Weekday middays only",2,57140104,"50533087"
"2458","714-2-1","714",1,"Pemberton Point - Hingham Depot via Washington Blvd","Weekdays only",2,57140105,"50533088"
"2459","716-_-0","716",0,"Mattapan Station - Cobbs Corner","",1,57160000,"50530053"
"2460","716-_-1","716",1,"Cobbs Corner - Mattapan Station","",1,57160100,"50530048"
"2461","602-1-0","602",0,"Lechmere - North Station","",1,60200000,"50530083"
"2462","602-1-1","602",1,"North Station - Lechmere","",1,60200100,"50530085"
"2463","Shuttle-AlewifeHarvard-0-0","Shuttle-AlewifeHarvard",0,"Alewife - Harvard","",4,60220099,"49812781-AlewifeHarvard1"
"2464","Shuttle-AlewifeHarvard-0-1","Shuttle-AlewifeHarvard",1,"Harvard - Alewife","",4,60220199,"49812695-AlewifeHarvard1"
"2465","Shuttle-AshmontMattapan-0-0","Shuttle-AshmontMattapan",0,"Ashmont - Mattapan","",4,60350099,"50933490-AshmontMattapan1"
"2466","Shuttle-AshmontMattapan-0-1","Shuttle-AshmontMattapan",1,"Mattapan - Ashmont","",4,60350199,"50933489-AshmontMattapan1"
"2467","Shuttle-BackBaySullivan-0-0","Shuttle-BackBaySullivan",0,"Sullivan - Back Bay","",4,60625099,"49812229-BackBaySullivan1"
"2468","Shuttle-BackBaySullivan-0-1","Shuttle-BackBaySullivan",1,"Back Bay - Sullivan","",4,60625199,"49812230-BackBaySullivan1"
"2469","Shuttle-BeverlyNewburyportExpress-0-0","Shuttle-BeverlyNewburyportExpress",0,"Beverly - Newburyport (Express)","",4,60690099,"CR-521767-117-MRNewbptBevRockport1"
"2470","Shuttle-BeverlyNewburyportExpress-0-1","Shuttle-BeverlyNewburyportExpress",1,"Newburyport - Beverly (Express)","",4,60690199,"CR-521574-192-MRNewbptBevRockportB1"
"2471","Shuttle-BeverlyNewburyportLocal-0-0","Shuttle-BeverlyNewburyportLocal",0,"Beverly - Newburyport (Local)","",4,60695099,"CR-521779-125-MRNewbptBevRockport1"
"2472","Shuttle-BeverlyNewburyportLocal-0-1","Shuttle-BeverlyNewburyportLocal",1,"Newburyport - Beverly (Local)","",4,60695199,"CR-522046-158-MRNewbptBevRockportB1"
"2473","Shuttle-BroadwayJFK-0-0","Shuttle-BroadwayJFK",0,"Broadway - JFK/UMass","",4,61040099,"49812781-BroadwayJFK1"
"2474","Shuttle-BroadwayJFK-0-1","Shuttle-BroadwayJFK",1,"JFK/UMass - Broadway","",4,61040199,"49812695-BroadwayJFK1"
"2475","Shuttle-GovernmentCenterLechmere-0-0","Shuttle-GovernmentCenterLechmere",0,"Lechmere - Government Center","",4,61943099,"50531091-Route602GovernmentCenter1"
"2476","Shuttle-GovernmentCenterLechmere-0-1","Shuttle-GovernmentCenterLechmere",1,"Government Center - Lechmere","",4,61943199,"50531103-Route602GovernmentCenter1"
"2477","Shuttle-KenmoreRiverside-0-0","Shuttle-KenmoreRiverside",0,"Kenmore - Riverside","",4,62012099,"50977301-KenmoreRiversideNoGLXKenmoreRiverside"
"2478","Shuttle-KenmoreRiverside-0-1","Shuttle-KenmoreRiverside",1,"Riverside - Kenmore","",4,62012199,"50976529-KenmoreRiversideNoGLXKenmoreRiverside"
"2479","Shuttle-ManchesterGloucester-0-0","Shuttle-ManchesterGloucester",0,"Manchester - Gloucester","",4,62055099,"CR-521778-111-MRNewbptBevRockportB1"
"2480","Shuttle-ManchesterRockport-0-0","Shuttle-ManchesterRockport",0,"Manchester - Rockport","",4,62060099,"CR-521778-111-MRNewbptBevRockportC1"
"2481","Shuttle-RockportWestGloucester-0-0","Shuttle-RockportWestGloucester",0,"West Gloucester - Rockport","",1,62410099,"CR-503658-117-MRRockportB1"
"2482","Shuttle-RockportWestGloucester-0-1","Shuttle-RockportWestGloucester",1,"Rockport - West Gloucester","",1,62410199,"CR-503632-100-MRRockportB1"
