"","route_pattern_id","route_id","direction_id","route_pattern_name","route_pattern_time_desc","route_pattern_typicality","route_pattern_sort_order","representative_trip_id"
"4444","33-7-1","33",1,"River St & Milton St - Forest Hills Station via W Milton St","Weekday evenings only",3,50330109,"51106665"
"4445","33-4-1","33",1,"River St & Milton St - Forest Hills Station","",3,50330111,"51111016"
"4446","34-3-0","34",0,"Forest Hills Station - Dedham Mall","",1,50340000,"52018406"
"4447","34-4-0","34",0,"Forest Hills Station - Dedham Square via Dedham Mall","",2,50340004,"51108312"
"4448","34-_-0","34",0,"Forest Hills Station - Dedham Line","",3,50340008,"51106758_2"
"4449","34-5-0","34",0,"Forest Hills Station - Dedham Square","",3,50340012,"51108304"
"4450","34-K-0","34",0,"Townsend St & Humboldt Ave - Dedham Line via Forest Hills","School days only",3,50340015,"51106693"
"4451","34-3-1","34",1,"Dedham Mall - Forest Hills Station","",1,50340100,"52018350"
"4452","34-4-1","34",1,"Dedham Square - Forest Hills Station via Dedham Mall","",2,50340104,"51108309"
"4453","34-_-1","34",1,"Dedham Line - Forest Hills Station","",3,50340108,"51106757_1"
"4454","34-5-1","34",1,"Dedham Square - Forest Hills Station","",3,50340111,"51108299"
"4455","34-K-1","34",1,"Dedham Line - Townsend St & Humboldt Ave via Forest Hills","School days only",3,50340114,"51106748"
"4456","34E-4-0","34E",0,"Forest Hills Station - Walpole Center","",1,50341000,"51108226"
"4457","34E-6-0","34E",0,"Forest Hills Station - East Walpole","",2,50341004,"51108286"
"4458","34E-1-1","34E",1,"Walpole Center - Forest Hills Station","",1,50341100,"51108223"
"4459","34E-6-1","34E",1,"East Walpole - Forest Hills Station","",2,50341104,"51108285"
"4460","35-1-0","35",0,"Forest Hills Station - Dedham Mall","",1,50350000,"51107255"
"4461","35-_-0","35",0,"Forest Hills Station - Stimson St & Washington St","Mornings only",2,50350004,"51107257"
"4462","35-3-0","35",0,"Ave Louis Pasteur - Dedham Mall via Forest Hills Station","School days only",3,50350008,"51106750"
"4463","35-1-1","35",1,"Dedham Mall - Forest Hills Station","",1,50350100,"51107259"
"4464","35-_-1","35",1,"Stimson St & Washington St - Forest Hills Station","",2,50350104,"51107258"
"4465","35-2-1","35",1,"Stimson & Washington St - Ave Louis Pasteur via Forest Hills","School days only",3,50350108,"51106751"
"4466","36-8-0","36",0,"Forest Hills Station - VA Hospital, West Roxbury","",1,50360000,"51107250"
"4467","36-1-0","36",0,"Forest Hills Station - Millennium Park","Weekdays only",2,50360004,"51107362"
"4468","36-5-0","36",0,"Forest Hills Station - Rivermoor Industrial Park","Weekday evenings only",3,50360007,"51107236"
"4469","36-9-0","36",0,"Townsend & Humboldt - Charles River Loop via Forest Hills","School days only",3,50360009,"51106690"
"4470","36-A-0","36",0,"Forest Hills Station - Charles River Loop","School days only",3,50360010,"51106760_2"
"4471","36-8-1","36",1,"VA Hospital, West Roxbury - Forest Hills Station","",1,50360100,"51107282"
"4472","36-1-1","36",1,"Millennium Park - Forest Hills Station","Weekdays only",2,50360104,"51107281"
"4473","36-5-1","36",1,"Rivermoor Industrial Park - Forest Hills Station","Weekday evenings only",3,50360107,"51107314"
"4474","36-_-1","36",1,"Charles River Loop - Forest Hills Station","School days only",3,50360109,"51106759_1"
"4475","36-9-1","36",1,"Charles River Loop - Townsend & Humboldt via Forest Hills","School days only",3,50360111,"51106688"
"4476","37-_-0","37",0,"Forest Hills Station - Baker St & Vermont St","",1,50370000,"51107500"
"4477","37-D-0","37",0,"Forest Hills Station - LaGrange St & Corey St","School days only",3,50370004,"51106762_2"
"4478","37-_-1","37",1,"Baker St & Vermont St - Forest Hills Station","",1,50370100,"51107228"
"4479","37-3-1","37",1,"LaGrange St & Corey St - Forest Hills Station","School days only",3,50370104,"51106679"
"4480","38-_-0","38",0,"Forest Hills Station - Wren St","",1,50380000,"51106763_2"
"4481","38-1-0","38",0,"Townsend St & Humboldt Ave - Wren St via Forest Hills","School days only",3,50380004,"51106689"
"4482","38-_-1","38",1,"Wren St - Forest Hills Station","",1,50380100,"51107658"
"4483","38-C-1","38",1,"Centre & W Roxbury Pkwy - Forest Hills Station","School days only",3,50380104,"51106684_1"
"4484","38-D-1","38",1,"Wren St - Forest Hills Station","School days only",3,50380105,"51106683_1"
"4485","39-3-0","39",0,"Back Bay Station - Forest Hills Station","",1,50390000,"51273139"
"4486","39-7-0","39",0,"Huntington Ave & Longwood Ave - Forest Hills Station","School days only",3,50390004,"51106758_1"
"4487","39-Y-0","39",0,"Ave Louis Pasteur - Forest Hills Station via Brigham Cir","School days only",3,50390005,"51106756_1"
"4488","39-_-0","39",0,"Haymarket Station - Cleary Square","Early mornings only",3,50390006,"51106678"
"4489","39-3-1","39",1,"Forest Hills Station - Back Bay Station","",1,50390100,"51273138"
"4490","39-7-1","39",1,"Forest Hills Station - Huntington Ave & Longwood Ave","School days only",3,50390104,"51106676_2"
"4491","39-I-1","39",1,"Forest Hills Station - Ave Louis Pasteur","School days only",3,50390105,"51106683_2"
"4492","39-_-1","39",1,"Cleary Square - Haymarket Station","Early mornings only",3,50390106,"51106677"
"4493","40-_-0","40",0,"Forest Hills Station - Georgetowne via Alwin St (PM Route)","",1,50400000,"51107398"
"4494","40-2-0","40",0,"Forest Hills Station - Georgetowne (AM Route)","Weekdays only",1,50400004,"51107399"
"4495","40-_-1","40",1,"Georgetowne - Forest Hills Station (PM Route)","",1,50400100,"51107397"
"4496","40-2-1","40",1,"Georgetowne - Forest Hills Station via Alwin St (AM Route)","Weekdays only",1,50400104,"51107404"
"4497","4050-5-0","4050",0,"Forest Hills Station - Cleary Square via Georgetowne","",1,50401000,"51107440"
"4498","4050-5-1","4050",1,"Cleary Square - Forest Hills Station via Metropolitan Ave","",1,50401100,"51107416"
"4499","41-_-0","41",0,"JFK/UMass Station - Centre St & Eliot St","",1,50410000,"51107126"
"4500","41-1-0","41",0,"Nubian Station - Centre St & Eliot St","Weekday early mornings only",3,50410004,"51106766"
"4501","41-_-1","41",1,"Centre St & Eliot St - JFK/UMass Station","",1,50410100,"51107096"
"4502","42-1-0","42",0,"Nubian Station - Forest Hills Station","",1,50420000,"51106986"
"4503","42-1-1","42",1,"Forest Hills Station - Nubian Station","",1,50420100,"51106984"
"4504","43-_-0","43",0,"Park St Station - Ruggles Station","",1,50430000,"51091538"
"4505","43-_-1","43",1,"Ruggles Station - Park St Station","",1,50430100,"51091535"
"4506","44-1-0","44",0,"Ruggles Station - Jackson Square Station","",1,50440000,"51090893"
"4507","44-2-0","44",0,"Humboldt Ave & Townsend St - Jackson Square Station","School days only",3,50440004,"51050445"
"4508","44-1-1","44",1,"Jackson Square Station - Ruggles Station","",1,50440100,"51090887"
"4509","45-_-0","45",0,"Ruggles Station - Franklin Park","Weekdays only",1,50450000,"51090892"
"4510","45-3-0","45",0,"Ruggles Station - Franklin Park via Eliot Square","",2,50450003,"51090895"
"4511","45-1-0","45",0,"Ruggles Station - Ashmont Station","Late nights only",3,50450006,"51090885"
"4512","45-_-1","45",1,"Franklin Park - Ruggles Station via Eliot Square","",1,50450100,"51090890"
"4513","45-2-1","45",1,"Franklin Park - Nubian Station","School days only",3,50450104,"51093310"
"4514","45-1-1","45",1,"Ashmont Station - Ruggles Station","Early mornings only",3,50450105,"51037431"
"4515","47-8-0","47",0,"Broadway Station - Central Square, Cambridge","",1,50470000,"51093596"
"4516","47-8-1","47",1,"Central Square, Cambridge - Broadway Station","",1,50470100,"51093598"
"4517","50-_-0","50",0,"Forest Hills Station - Cleary Square","",1,50500000,"51107227"
"4518","50-_-1","50",1,"Cleary Square - Forest Hills Station","",1,50500100,"51107237"
"4519","51-_-0","51",0,"Forest Hills Station - Reservoir Station","",1,50510000,"51107463"
"4520","51-9-0","51",0,"Forest Hills Station - Union Square, Boston via Reservoir","School days only",3,50510004,"51106680"
"4521","51-_-1","51",1,"Reservoir Station - Forest Hills Station","",1,50510100,"51107464"
"4522","51-1-1","51",1,"Greenough St & Tappan St - Forest Hills Station","School days only",3,50510104,"51106692"
"4523","51-9-1","51",1,"Union Square, Boston - Forest Hills Station via Reservoir","School days only",3,50510105,"51106681"
"4524","52-5-0","52",0,"Watertown - Dedham Mall via Meadowbrook Rd","Weekdays only",1,50520000,"51108193"
"4525","52-4-0","52",0,"Watertown - Charles River Loop via Meadowbrook Rd","AM peak hours only",2,50520003,"51108202"
"4526","52-5-1","52",1,"Dedham Mall - Watertown via Meadowbrook Rd","Weekdays only",1,50520100,"51108195"
"4527","52-4-1","52",1,"Charles River Loop - Watertown via Meadowbrook Rd","Weekdays only",2,50520102,"51108203"
"4528","55-_-0","55",0,"Copley Square - Jersey St & Queensberry St","Middays only",1,50550000,"51050407"
"4529","55-_-1","55",1,"Jersey St & Queensberry St - Copley Square","",1,50550100,"51050405"
"4530","57-_-0","57",0,"Kenmore Station - Watertown Yard","",1,50570000,"51049803"
"4531","57-8-0","57",0,"Ave Louis Pasteur - Watertown Yard","School days only",3,50570004,"51050442"
"4532","57-A-0","57",0,"Kenmore Station - Oak Square","School days only",3,50570005,"51050440"
"4533","57-C-0","57",0,"Union Square, Boston - Watertown Yard","School days only",3,50570006,"51050441_3"
"4534","57-H-0","57",0,"Haymarket Station - Watertown Yard","Early mornings only",3,50570007,"51049802"
"4535","57-_-1","57",1,"Watertown Yard - Kenmore Station","",1,50570100,"51049645"
"4536","57-A-1","57",1,"Oak Square - Kenmore Station","School days only",3,50570104,"51050444"
"4537","57-4-1","57",1,"Cambridge St & Warren St - Kenmore Station","School days only",3,50570105,"51093297"
"4538","57-H-1","57",1,"Watertown Yard - Haymarket Station","Early mornings only",3,50570106,"51049808"
"4539","57-E-1","57",1,"Oak Square - Union Square, Boston","School days only",3,50570109,"51093328_1"
"4540","59-2-0","59",0,"Watertown Square - Needham Junction","",1,50590000,"51049816"
"4541","59-_-0","59",0,"Watertown Square - Needham Junction via Eliot St","Weekdays only",3,50590004,"51049815"
"4542","59-2-1","59",1,"Needham Junction - Watertown Square","",1,50590100,"51049814"
"4543","59-_-1","59",1,"Needham Junction - Watertown Square via Eliot St","Weekdays only",2,50590104,"51049829"
"4544","60-_-0","60",0,"Kenmore Station - Chestnut Hill","",1,50600000,"51049707"
"4545","60-2-0","60",0,"Kenmore Station - Boylston St & Tully St via Chestnut Hill","Weekdays only",2,50600004,"51049753"
"4546","60-4-0","60",0,"Brookline Village - Boylston St & Tully St","Weekday early mornings only",3,50600007,"51049704"
"4547","60-3-0","60",0,"Brookline Village - Chestnut Hill","Early mornings only",3,50600009,"51037461"
"4548","60-_-1","60",1,"Chestnut Hill - Kenmore Station","",1,50600100,"51049705"
"4549","60-2-1","60",1,"Boylston St & Tully St - Kenmore Station","Weekdays only",2,50600104,"51049752"
"4550","60-3-1","60",1,"Chestnut Hill - Brookline Village","Late nights only",3,50600107,"51090953"
"4551","61-_-0","61",0,"Waltham Center - North Waltham","",1,50610000,"51071016"
"4552","61-_-1","61",1,"North Waltham - Waltham Center","",1,50610100,"51071017"
"4553","62-3-0","62",0,"Alewife Station - Bedford VA Hospital","Weekdays only",1,50620000,"51071675"
"4554","62-3-1","62",1,"Bedford VA Hospital - Alewife Station","Weekdays only",1,50620100,"51071672"
"4555","627-6-0","627",0,"Alewife Station - Bedford VA Hospital","Weekdays only",1,50621000,"51071688"
"4556","627-7-0","627",0,"Alewife Station - Bedford VA Hospital via Hanscom Airport","",2,50621003,"51071691"
"4557","627-7-1","627",1,"Bedford VA Hospital - Alewife Station via Hanscom Airport","",1,50621100,"51071686"
"4558","627-6-1","627",1,"Bedford VA Hospital - Alewife Station","Weekdays only",2,50621103,"51071682"
"4559","64-6-0","64",0,"Kendall/MIT Station - Oak Square","Weekdays only",1,50640000,"51071738"
"4560","64-_-0","64",0,"University Park - Oak Square","",2,50640003,"52098454"
"4561","64-3-0","64",0,"Central Square, Cambridge - Oak Square","Late nights only",3,50640005,"50922039"
"4562","64-6-1","64",1,"Oak Square - Kendall/MIT Station","Weekdays only",1,50640100,"51071736"
"4563","64-_-1","64",1,"Oak Square - University Park","",2,50640103,"52098453"
"4564","65-_-0","65",0,"Kenmore Station - Brighton Center","",1,50650000,"51049714"
"4565","65-_-1","65",1,"Brighton Center - Kenmore Station","",1,50650100,"51049730"
"4566","66-6-0","66",0,"Nubian Station - Harvard Square","",1,50660000,"51091425"
"4567","66-5-0","66",0,"Nubian Station - Brighton Center","School days only",3,50660004,"51050429"
"4568","66-B-0","66",0,"Nubian Station - Union Square, Boston","School days only",3,50660006,"51050441_2"
"4569","66-6-1","66",1,"Harvard Square - Nubian Station","",1,50660100,"51091424"
"4570","66-7-1","66",1,"Cambridge St & Warren St - Nubian Station","School days only",3,50660104,"51093296"
"4571","66-B-1","66",1,"Union Square, Boston - Nubian Station","School days only",3,50660105,"51093328_2"
"4572","67-4-0","67",0,"Alewife Station - Turkey Hill","Weekdays only",1,50670000,"51063355"
"4573","67-4-1","67",1,"Turkey Hill - Alewife Station","Weekdays only",1,50670100,"51063357"
"4574","68-_-0","68",0,"Kendall/MIT Station - Harvard Square","Weekdays only",1,50680000,"51072281"
"4575","68-_-1","68",1,"Harvard Square - Kendall/MIT Station","Weekdays only",1,50680100,"51072284"
"4576","69-_-0","69",0,"Lechmere Station - Harvard Square","",1,50690000,"51071454"
"4577","69-_-1","69",1,"Harvard Square - Lechmere Station","",1,50690100,"51071453"
"4578","69-1-1","69",1,"Cambridge St & Felton St - Lechmere Station","School days only",3,50690104,"51071764"
"4579","70-6-0","70",0,"University Park - Market Place Dr","",1,50700000,"51071047"
"4580","70-8-0","70",0,"University Park - Waltham Center","",1,50700004,"51071013"
"4581","70-5-0","70",0,"University Park - Cedarwood","Weekdays only",3,50700008,"51071011"
"4582","70-2-0","70",0,"Central Square, Cambridge - Watertown Square","Late nights only",3,50700011,"51071081"
"4583","70-6-1","70",1,"Market Place Dr - University Park","",1,50700100,"51071048"
"4584","70-8-1","70",1,"Waltham Center - University Park","",1,50700104,"51071014"
"4585","70-5-1","70",1,"Cedarwood - University Park","Weekdays only",3,50700108,"51071012"
"4586","70-3-1","70",1,"Waltham Center - Central Square, Cambridge","Late nights only",3,50700111,"51071080"
"4587","71-2-0","71",0,"Harvard Station, Upper Busway - Watertown Square","",1,50710000,"51071901"
"4588","71-3-0","71",0,"Harvard Square - Aberdeen Ave","AM peak hours only",3,50710004,"51070349"
"4589","71-1-1","71",1,"Watertown Square - Harvard Station (Omits Cambridge Common)","",1,50710100,"51071908"
"4590","71-3-1","71",1,"Aberdeen Ave - Harvard Square","Weekdays only",3,50710104,"51070358"
"4591","73-2-0","73",0,"Harvard Station, Upper Busway - Waverley Square","",1,50730000,"51071904"
"4592","73-1-1","73",1,"Waverley Square - Harvard Station (Omits Cambridge Common)","",1,50730100,"51071902"
"4593","74-1-0","74",0,"Harvard Station - Belmont Center","",1,50740000,"51070250"
"4594","74-1-1","74",1,"Belmont Center - Harvard Station","",1,50740100,"51070304"
"4595","75-1-0","75",0,"Harvard Station - Belmont Center","",1,50750000,"51070282"
"4596","75-2-0","75",0,"Harvard Station - Aberdeen Ave","Weekdays only",2,50750004,"51070357"
"4597","75-1-1","75",1,"Belmont Center - Harvard Station","",1,50750100,"51070258"
"4598","75-2-1","75",1,"Aberdeen Ave - Harvard Station","AM peak hours only",2,50750104,"51070350"
"4599","76-_-0","76",0,"Alewife Station - Lincoln Lab via Hanscom Civil Air Terminal","Weekdays only",1,50760000,"51071655"
"4600","76-3-0","76",0,"Alewife Station - Lincoln Lab","Weekdays only",2,50760003,"51071680"
"4601","76-3-1","76",1,"Lincoln Lab - Alewife Station via Hanscom Civil Air Terminal","Weekdays only",1,50760100,"51071678"
"4602","76-_-1","76",1,"Lincoln Lab - Alewife Station","Weekdays only",1,50760102,"51071656"
"4603","77-_-0","77",0,"Harvard Station - Arlington Heights","",1,50770000,"51071231"
"4604","77-_-1","77",1,"Arlington Heights - Harvard Station","",1,50770100,"51071233"
"4605","77-1-1","77",1,"Appleton St & Massachusetts Ave - Harvard Station","School days only",3,50770104,"51063318"
"4606","78-1-0","78",0,"Harvard Station - Arlmont Village","",1,50780000,"51070252"
"4607","78-1-1","78",1,"Arlmont Village - Harvard Station","",1,50780100,"51070251"
"4608","80-_-0","80",0,"Lechmere Station - Arlington Center","",1,50800000,"51071812"
"4609","80-_-1","80",1,"Arlington Center - Lechmere Station","",1,50800100,"51071811"
"4610","83-1-0","83",0,"Central Square, Cambridge - Rindge Ave","",1,50830000,"51071566"
"4611","83-2-0","83",0,"Broadway & Felton St - Rindge Ave","School days only",3,50830004,"51063311"
"4612","83-1-1","83",1,"Rindge Ave - Central Square, Cambridge","",1,50830100,"51071565"
"4613","85-_-0","85",0,"Kendall/MIT Station - Spring Hill","Weekdays only",1,50850000,"51063325"
"4614","85-_-1","85",1,"Spring Hill - Kendall/MIT Station","Weekdays only",1,50850100,"51063314"
"4615","86-_-0","86",0,"Reservoir Station - Sullivan Square Station","",1,50860000,"51070584"
"4616","86-_-1","86",1,"Sullivan Square Station - Reservoir Station","",1,50860100,"51070583"
"4617","87-2-0","87",0,"Lechmere Station - Arlington Center","",1,50870000,"51070785"
"4618","87-_-0","87",0,"Lechmere Station - Clarendon Hill","",2,50870004,"51070833"
"4619","87-2-1","87",1,"Arlington Center - Lechmere Station","",1,50870100,"51070784"
"4620","87-_-1","87",1,"Clarendon Hill - Lechmere Station","",2,50870104,"51070834"
"4621","88-_-0","88",0,"Lechmere Station - Clarendon Hill","",1,50880000,"51070782"
"4622","88-1-0","88",0,"Highland Ave & School St - Clarendon Hill","School days only",3,50880004,"51063315"
"4623","88-_-1","88",1,"Clarendon Hill - Lechmere Station","",1,50880100,"51070783"
"4624","89-2-0","89",0,"Sullivan Square Station - Davis Station","",1,50890000,"51218854"
"4625","89-_-0","89",0,"Sullivan Square Station - Clarendon Hill","Weekdays only",2,50890004,"51218871"
"4626","89-2-1","89",1,"Davis Station - Sullivan Square Station","",1,50890100,"51218837"
"4627","89-_-1","89",1,"Clarendon Hill - Sullivan Square Station","Weekdays only",2,50890104,"51218870"
"4628","8993-_-0","8993",0,"Haymarket Station - Clarendon Hill","Sunday early mornings only",1,50891000,"52255605"
"4629","8993-_-1","8993",1,"Clarendon Hill - Haymarket Station","Early mornings only",1,50891100,"51218358"
"4630","90-_-0","90",0,"Assembly Row - Davis Station","",1,50900000,"51218347"
"4631","90-_-1","90",1,"Davis Station - Assembly Row","",1,50900100,"51218712"
"4632","91-_-0","91",0,"Sullivan Square Station - Central Square, Cambridge","",1,50910000,"51218714"
"4633","91-_-1","91",1,"Central Square, Cambridge - Sullivan Square Station","",1,50910100,"51218713"
"4634","92-3-0","92",0,"Downtown - Sullivan Square Station","",1,50920000,"51219262"
"4635","92-_-0","92",0,"Haymarket Station - Sullivan Square Station","",3,50920004,"51219413"
"4636","92-3-1","92",1,"Sullivan Square Station - Downtown","",1,50920100,"51219264"
"4637","92-_-1","92",1,"Sullivan Square Station - Haymarket Station","",3,50920104,"51219415"
"4638","93-1-0","93",0,"Downtown - Sullivan Square Station","",1,50930000,"51219263"
"4639","93-2-0","93",0,"Downtown - Sullivan Square Station via Navy Yard","Weekdays only",2,50930004,"51219266"
"4640","93-_-0","93",0,"Haymarket Station - Sullivan Square Station","",2,50930007,"51219276"
"4641","93-1-1","93",1,"Sullivan Square Station - Downtown","",1,50930100,"51219261"
"4642","93-2-1","93",1,"Sullivan Square Station - Downtown via Navy Yard","Weekdays only",2,50930104,"51219265"
"4643","93-_-1","93",1,"Sullivan Square Station - Haymarket Station","",3,50930107,"51219292"
"4644","93-4-1","93",1,"Bunker Hill St at Concord St - Haymarket Station","School days only",3,50930110,"51219277"
"4645","94-1-0","94",0,"Davis Station - Medford Square","",1,50940000,"51226178"
"4646","94-2-0","94",0,"Davis Station - Medford Square via Medford HS","AM peak hours only",3,50940004,"51226201"
"4647","94-1-1","94",1,"Medford Square - Davis Station","",1,50940100,"51226177"
"4648","95-3-0","95",0,"Sullivan Square Station - Arlington Center","",1,50950000,"51225557"
"4649","95-_-0","95",0,"Sullivan Square Station - West Medford","",1,50950004,"51225566"
"4650","95-5-0","95",0,"Fellsway Garage - West Medford via Winthrop St","School days only",3,50950008,"51225910"
"4651","95-2-0","95",0,"Fellsway Garage - West Medford","Weekday early mornings only",3,50950009,"51225573"
"4652","95-3-1","95",1,"Arlington Center - Sullivan Square Station","",1,50950100,"51225559"
"4653","95-_-1","95",1,"West Medford - Sullivan Square Station","",1,50950104,"51225556"
"4654","95-5-1","95",1,"West Medford - Fellsway Garage via Winthrop St","School days only",3,50950108,"51225909"
"4655","96-_-0","96",0,"Harvard Station - Medford Square","",1,50960000,"51226175"
"4656","96-_-1","96",1,"Medford Square - Harvard Station","",1,50960100,"51226176"
"4657","97-5-0","97",0,"Wellington Station - Malden Center Station","",1,50970000,"51225583"
"4658","97-5-1","97",1,"Malden Center Station - Wellington Station","",1,50970100,"51225582"
"4659","99-7-0","99",0,"Wellington Station - Woodland Rd","",1,50990000,"51225729"
"4660","99-8-0","99",0,"Wellington Station - Woodland Rd via Gateway Center","",3,50990004,"51221836"
"4661","99-7-1","99",1,"Woodland Rd - Wellington Station","",1,50990100,"51225692"
"4662","99-8-1","99",1,"Woodland Rd - Wellington Station via Gateway Center","",3,50990104,"51221837"
"4663","100-3-0","100",0,"Wellington Station - Elm St","",1,51000000,"51225537"
"4664","100-1-0","100",0,"Wellington Station - Roosevelt Circle","Evenings only",3,51000004,"52255621"
"4665","100-3-1","100",1,"Elm St - Wellington Station","",1,51000100,"51225526"
"4666","100-1-1","100",1,"Roosevelt Circle - Wellington Station","Evenings only",3,51000104,"52255625"
"4667","101-3-0","101",0,"Sullivan Square Station - Malden Center Station","",1,51010000,"51218481"
"4668","101-2-0","101",0,"Main St & Henry St - Winthrop St & Brooks St","School days only",3,51010004,"51218553"
"4669","101-3-1","101",1,"Malden Center Station - Sullivan Square Station","",1,51010100,"51218480"
"4670","101-8-1","101",1,"Winthrop St & Brooks St - Sullivan Square Station","School days only",3,51010104,"51218662"
"4671","104-_-0","104",0,"Sullivan Square Station - Malden Center Station","",1,51040000,"51219005"
"4672","104-_-1","104",1,"Malden Center Station - Sullivan Square Station","",1,51040100,"51218983"
"4673","105-1-0","105",0,"Sullivan Square Station - Malden Center Station","",1,51050000,"51225523"
"4674","105-1-1","105",1,"Malden Center Station - Sullivan Square Station","",1,51050100,"51225529"
"4675","106-_-0","106",0,"Wellington Station - Lebanon Loop","",1,51060000,"51225664"
"4676","106-4-0","106",0,"Malden Center Station - Lebanon Loop","Evenings only",3,51060004,"51218625"
"4677","106-3-1","106",1,"Lebanon Loop - Wellington Station via Sylvan St","",1,51060100,"51225660"
"4678","106-_-1","106",1,"Lebanon Loop - Wellington Station","Weekday evenings only",3,51060104,"51225622"
"4679","106-4-1","106",1,"Lebanon Loop - Malden Center Station","Evenings only",3,51060106,"52255619"
"4680","108-6-0","108",0,"Wellington Station - Linden Square","",1,51080000,"51226105"
"4681","108-7-0","108",0,"Malden Center Station - Linden Square","School days only",3,51080004,"51226153"
"4682","108-2-0","108",0,"Salem St & Sprague St - Linden Square","School days only",3,51080005,"51226155"
"4683","108-6-1","108",1,"Linden Square - Wellington Station","",1,51080100,"51226068"
"4684","108-7-1","108",1,"Linden Square - Malden Center Station","Weekdays only",3,51080104,"51226156"
"4685","109-_-0","109",0,"Sullivan Square Station - Linden Square","",1,51090000,"51219118"
"4686","109-_-1","109",1,"Linden Square - Sullivan Square Station","",1,51090100,"51219119"
"4687","110-_-0","110",0,"Wellington Station - Wonderland Station","",1,51100000,"51218371"
"4688","110-4-0","110",0,"Wellington Station - Broadway & Park Ave","",2,51100004,"51218372"
"4689","110-2-0","110",0,"Wellington Station - Woodlawn","",3,51100008,"51218415"
"4690","110-_-1","110",1,"Wonderland Station - Wellington Station","",1,51100100,"51218373"
"4691","110-4-1","110",1,"Broadway & Park Ave - Wellington Station","",2,51100104,"51218396"
"4692","111-5-0","111",0,"Haymarket Station - Woodlawn","",1,51110000,"51219424"
"4693","111-5-1","111",1,"Woodlawn - Haymarket Station","",1,51110100,"51219422"
"4694","112-_-0","112",0,"Wood Island Station - Wellington Station via Mystic Mall","",1,51120000,"51218630"
"4695","112-_-1","112",1,"Wellington Station - Wood Island Station via Mystic Mall","",1,51120100,"51218484"
"4696","114-1-0","114",0,"Maverick Station - Mystic Mall","Weekdays only",1,51140000,"51258734"
"4697","114-1-1","114",1,"Mystic Mall - Maverick Station","Weekdays only",1,51140100,"51258735"
"4698","116-4-0","116",0,"Maverick Station - Wonderland Station","",1,51160000,"51259157"
"4699","116-9-0","116",0,"Broadway & Central Ave - Wonderland Station","Sunday early mornings only",3,51160004,"52046958"
"4700","116-4-1","116",1,"Wonderland Station - Maverick Station","",1,51160100,"51259156"
"4701","117-5-0","117",0,"Maverick Station - Wonderland Station","",1,51170000,"51259164"
"4702","117-1-0","117",0,"Haymarket Station - Logan Airport, Terminal C","Early mornings only",3,51170004,"51259409"
"4703","117-3-0","117",0,"Haymarket Station - Lynn Bus Garage via Maverick Station","Late nights only",3,51170007,"51259404"
"4704","117-2-0","117",0,"Haymarket Station - Maverick Station","Sunday early mornings only",3,51170010,"52046893"
"4705","117-5-1","117",1,"Wonderland Station - Maverick Station","",1,51170100,"51259174"
"4706","117-3-1","117",1,"Lynn Bus Garage - Haymarket Station via Maverick Station","Early mornings only",3,51170104,"51259175"
"4707","117-8-1","117",1,"Broadway & Central Ave - Haymarket Station","Early mornings only",3,51170107,"51259408"
"4708","117-_-1","117",1,"Wonderland Station - Haymarket Station","Sunday early mornings only",3,51170110,"52046957"
"4709","119-1-0","119",0,"Beachmont Station - Northgate Shopping Center","Weekdays only",1,51190000,"51258753"
"4710","119-3-0","119",0,"Beachmont Station - Northgate Shopping Ctr via Tomasello Way","",1,51190003,"51258762"
"4711","119-1-1","119",1,"Northgate Shopping Center - Beachmont Station","Weekdays only",1,51190100,"51258752"
"4712","119-3-1","119",1,"Northgate Shopping Ctr - Beachmont Station via Tomasello Way","",1,51190103,"51258760"
"4713","120-2-0","120",0,"Maverick Station - Orient Heights Station via Wood Island","",1,51200000,"51258869"
"4714","120-6-0","120",0,"Orient Heights Station - Orient Heights Station","School days only",3,51200004,"51259135"
"4715","120-2-1","120",1,"Orient Heights Station - Maverick Station via Jeffries Point","",1,51200100,"51258870"
"4716","120-1-1","120",1,"Orient Heights Station - Maverick Station","School days only",3,51200104,"51259133"
"4717","121-2-0","121",0,"Maverick Station - Eagle Square","Weekdays only",1,51210000,"51258789"
"4718","121-_-0","121",0,"Maverick Station - Wood Island Station","Weekday mornings only",2,51210003,"51258805"
"4719","121-2-1","121",1,"Eagle Square - Maverick Station","Weekdays only",1,51210100,"51258790"
"4720","121-_-1","121",1,"Wood Island Station - Maverick Station","Weekday mornings only",2,51210102,"51258804"
"4721","131-1-0","131",0,"Malden Center - Melrose Highlands Station via East Side","Weekdays only",1,51310000,"51225794"
"4722","131-1-1","131",1,"Melrose Highlands - Malden Center Station via East Side","Weekdays only",1,51310100,"51225793"
"4723","132-_-0","132",0,"Malden Center Station - Redstone Shopping Center","",1,51320000,"51225500"
"4724","132-_-1","132",1,"Redstone Shopping Center - Malden Center Station","",1,51320100,"51225499"
"4725","134-3-0","134",0,"Wellington Station - North Woburn via Trade Center","Weekdays only",1,51340000,"51226023"
"4726","134-6-0","134",0,"Wellington Station - Winthrop St & Playstead Rd","",2,51340002,"51218628"
"4727","134-5-0","134",0,"Wellington Station - North Woburn","",2,51340005,"51226021"
"4728","134-2-0","134",0,"Wellington - North Woburn via Trade Ctr & Veterans Ctr","Weekday middays only",3,51340009,"51226053"
"4729","134-7-0","134",0,"Wellington Station - Medford Square","",3,51340011,"52256265"
