"","service_id","service_description","service_schedule_name","service_schedule_type","service_schedule_typicality","rating_start_date","rating_end_date","rating_description"
"1","BUS421-hbs41sf1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20210829,20211218,"Fall"
"2","BUS421-hbs41sn1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20210829,20211218,"Fall"
"3","BUS421-hbs41sp1-Wdy-02","Weekday schedule","Weekday","Weekday",1,20210829,20211218,"Fall"
"4","BUS421-hbs41sp6-Sa-02","Saturday schedule","Saturday","Saturday",1,20210829,20211218,"Fall"
"5","BUS421-hbs41sp7-Su-02","Sunday schedule","Sunday","Sunday",1,20210829,20211218,"Fall"
"6","BUS421-hbs41sw1-Wdy-02","Weekday schedule","Weekday","Weekday",1,20210829,20211218,"Fall"
"7","BUS421-hbs41sw6-Sa-02","Saturday schedule","Saturday","Saturday",1,20210829,20211218,"Fall"
"8","BUS421-hbs41sw7-Su-02","Sunday schedule","Sunday","Sunday",1,20210829,20211218,"Fall"
"9","Boat-F1-Wdy-Fll-21","Weekday schedule","Weekday","Weekday",1,20211012,NA,"Fall"
"10","Boat-F4-Sa-Fll-21","Saturday schedule","Saturday","Saturday",1,20211012,NA,"Fall"
"11","Boat-F4-Su-Fll-21","Sunday schedule","Sunday","Sunday",1,20211012,NA,"Fall"
"12","Boat-F4-Wdy-Fll-21","Weekday schedule","Weekday","Weekday",1,20211012,NA,"Fall"
"13","FLL 21-N-Sa-5-LtnWct","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"14","FLL 21-N-Sa-5-S6561ad1d-HvlBllMlnCnr","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"15","FLL 21-N-Sa-5-S6d","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"16","FLL 21-N-Sa-5-S72","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"17","FLL 21-N-Sa-5-S9d378dcf-MRRct","Saturday schedule (modified service)","Saturday (modified service)","Saturday",1,20211011,NA,"Fall"
"18","FLL 21-N-Su-5-LtnWct","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"19","FLL 21-N-Su-5-S6561ad1d-HvlBllMlnCnr","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"20","FLL 21-N-Su-5-S6d","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"21","FLL 21-N-Su-5-S72","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"22","FLL 21-N-Su-5-S9d378dcf-MRRct","Sunday schedule (modified service)","Sunday (modified service)","Sunday",1,20211011,NA,"Fall"
"23","FLL 21-N-Wdy-5","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"24","FLL 21-N-Wdy-5-LtnWct","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"25","FLL 21-N-Wdy-5-S6d","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"26","FLL 21-N-Wdy-5-S72","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"27","FLL 21-N-Wdy-5-S9d378dcf-MRRct","Weekday schedule (modified service)","Weekday (modified service)","Weekday",1,20211011,NA,"Fall"
"28","FLL 21-N-Wdy-5-bd5f405b","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"29","FLL 21-S-Sa-1","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"30","FLL 21-S-Sa-1-S0f","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"31","FLL 21-S-Sa-1-S8f","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"32","FLL 21-S-Sa-1-Sb0e4ed14-BsnLngSthStn","Saturday schedule","Saturday","Saturday",4,20211011,NA,"Fall"
"33","FLL 21-S-Sa-1-Sb4","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"34","FLL 21-S-Sa-1-Sb6","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"35","FLL 21-S-Sa-1-Sc0","Saturday schedule","Saturday","Saturday",1,20211011,NA,"Fall"
"36","FLL 21-S-Su-1","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"37","FLL 21-S-Su-1-S0f","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"38","FLL 21-S-Su-1-S8f","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"39","FLL 21-S-Su-1-Sb0e4ed14-BsnLngSthStn","Sunday schedule","Sunday","Sunday",4,20211011,NA,"Fall"
"40","FLL 21-S-Su-1-Sb4","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"41","FLL 21-S-Su-1-Sb6","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"42","FLL 21-S-Su-1-Sc0","Sunday schedule","Sunday","Sunday",1,20211011,NA,"Fall"
"43","FLL 21-S-Su-75","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"44","FLL 21-S-Wdy-1","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"45","FLL 21-S-Wdy-1-S0f","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"46","FLL 21-S-Wdy-1-S8f","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"47","FLL 21-S-Wdy-1-Sb4","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"48","FLL 21-S-Wdy-1-Sb6","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"49","FLL 21-S-Wdy-1-Sc0","Weekday schedule","Weekday","Weekday",1,20211011,NA,"Fall"
"50","FallSaturday","Saturday schedule","Saturday","Saturday",1,20210829,20211218,"Fall"
"51","FallSunday","Sunday schedule","Sunday","Sunday",1,20210829,20211218,"Fall"
"52","FallWeekday","Weekday schedule","Weekday","Weekday",1,20210829,20211218,"Fall"
"53","LRV421-hlb41gx1-Wdy-01-2BBNGLX","Weekday schedule","Weekday","Weekday",4,20210829,20211218,"Fall"
"54","LRV421-hlb41gx1-Wdy-01-2BHFnwRsrGLBNGLX","Weekday schedule","Weekday","Weekday",4,20210829,20211218,"Fall"
"55","LRV421-hlb41gx1-Wdy-01-BKHBbkKnrGLNGLX","Weekday schedule","Weekday","Weekday",4,20210829,20211218,"Fall"
"56","LRV421-hlb41gx1-Wdy-01-BKrWsnSttNGLX","Weekday schedule","Weekday","Weekday",4,20210829,20211218,"Fall"
"57","LRV421-hlb41gx6-Sa-01-2BBKnrRvdNGLX","Saturday schedule","Saturday","Saturday",4,20210829,20211218,"Fall"
"58","LRV421-hlb41gx6-Sa-01-2BBNGLX","Saturday schedule","Saturday","Saturday",4,20210829,20211218,"Fall"
"59","LRV421-hlb41gx6-Sa-01-2BHFnwRsrGLBNGLX","Saturday schedule","Saturday","Saturday",4,20210829,20211218,"Fall"
"60","LRV421-hlb41gx6-Sa-01-90414bdc","Saturday schedule","Saturday","Saturday",4,20210829,20211218,"Fall"
"61","LRV421-hlb41gx7-Su-01-2BBKnrRvdNGLX","Sunday schedule","Sunday","Sunday",4,20210829,20211218,"Fall"
"62","LRV421-hlb41gx7-Su-01-2BBNGLX","Sunday schedule","Sunday","Sunday",4,20210829,20211218,"Fall"
"63","LRV421-hlb41gx7-Su-01-2BHFnwRsrGLBNGLX","Sunday schedule","Sunday","Sunday",4,20210829,20211218,"Fall"
"64","LRV421-hlb41gx7-Su-01-90414bdc","Sunday schedule","Sunday","Sunday",4,20210829,20211218,"Fall"
"65","LRV421-hlm41gx1-Wdy-01","Weekday schedule","Weekday","Weekday",1,20210829,20211218,"Fall"
"66","PRIV421-hpa41011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20210829,20211218,"Fall"
"67","PRIV421-hpj41011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20210829,20211218,"Fall"
"68","PRIV421-hpj41017-Su-01","Sunday schedule","Sunday","Sunday",1,20210829,20211218,"Fall"
"69","PRIV421-hpl41011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20210829,20211218,"Fall"
"70","PRIV421-hpl41017-Su-01","Sunday schedule","Sunday","Sunday",1,20210829,20211218,"Fall"
"71","RTL421-hmb41011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20210829,20211218,"Fall"
"72","RTL421-hmo41011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20210829,20211218,"Fall"
"73","RTL421-hmo41016-Sa-01","Saturday schedule","Saturday","Saturday",1,20210829,20211218,"Fall"
"74","RTL421-hmo41016-Sa-01-CCWllShtTrn","Saturday schedule","Saturday","Saturday",4,20210829,20211218,"Fall"
"75","RTL421-hmo41017-Su-01","Sunday schedule","Sunday","Sunday",1,20210829,20211218,"Fall"
"76","RTL421-hmo41017-Su-01-CCWllShtTrn","Sunday schedule","Sunday","Sunday",4,20210829,20211218,"Fall"
"77","RTL421-hms41011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20210829,20211218,"Fall"
"78","RTL421-hms41016-Sa-01","Saturday schedule","Saturday","Saturday",1,20210829,20211218,"Fall"
"79","RTL421-hms41016-Sa-01-AlfHrd","Saturday schedule","Saturday","Saturday",4,20210829,20211218,"Fall"
"80","RTL421-hms41016-Sa-01-BrwJFK","Saturday schedule","Saturday","Saturday",4,20210829,20211218,"Fall"
"81","RTL421-hms41017-Su-01","Sunday schedule","Sunday","Sunday",1,20210829,20211218,"Fall"
"82","RTL421-hms41017-Su-01-AlfHrd","Sunday schedule","Sunday","Sunday",4,20210829,20211218,"Fall"
"83","RTL421-hms41017-Su-01-BrwJFK","Sunday schedule","Sunday","Sunday",4,20210829,20211218,"Fall"
"84","ThanksgivingDay","Holiday (Sunday schedule)","Holiday","Sunday",3,20210829,20211218,"Fall"
"85","VeteransDay-DayafterThanksgivingDay","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20210829,20211218,"Fall"
"86","BUS422-hbc42fr1-Wdy-02","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"87","BUS422-hbc42wk1-Wdy-02","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"88","BUS422-hbs42sf1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220828,20221217,"Fall"
"89","BUS422-hbs42sn1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220828,20221217,"Fall"
"90","BUS422-hbs42sp1-Wdy-02","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"91","BUS422-hbs42sp6-Sa-02","Saturday schedule","Saturday","Saturday",1,20220828,20221217,"Fall"
"92","BUS422-hbs42sp7-Su-02","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"93","BUS422-hbs42sw1-Wdy-02","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"94","BUS422-hbs42sw6-Sa-02","Saturday schedule","Saturday","Saturday",1,20220828,20221217,"Fall"
"95","BUS422-hbs42sw7-Su-02","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"96","Boat-EastBoston-Sa-Fll-22","Saturday schedule","Saturday","Saturday",1,20220828,NA,"Fall"
"97","Boat-EastBoston-Su-Fll-22","Sunday schedule","Sunday","Sunday",1,20220828,NA,"Fall"
"98","Boat-EastBoston-Wdy-Fll-22","Weekday schedule","Weekday","Weekday",1,20220828,NA,"Fall"
"99","Boat-F1-Wdy-Fll-22","Weekday schedule","Weekday","Weekday",1,20220828,NA,"Fall"
"100","Boat-F4-Sa-Fll-22","Saturday schedule","Saturday","Saturday",1,20220828,NA,"Fall"
"101","Boat-F4-Su-Fll-22","Sunday schedule","Sunday","Sunday",1,20220828,NA,"Fall"
"102","Boat-F4-Wdy-Fll-22","Weekday schedule","Weekday","Weekday",1,20220828,NA,"Fall"
"103","CR-Newburyport-LynnShuttle-Snd","Sunday schedule","Sunday","Sunday",4,20220523,NA,"Spring/Summer"
"104","CR-Newburyport-LynnShuttle-Std","Saturday schedule","Saturday","Saturday",4,20220523,NA,"Spring/Summer"
"105","CR-Newburyport-LynnShuttle-Wkd","Weekday schedule","Weekday","Weekday",4,20220523,NA,"Spring/Summer"
"106","FLL 22-N-Sa-1-S6d","Saturday schedule","Saturday","Saturday",1,20221017,NA,"Fall/Winter"
"107","FLL 22-N-Sa-1-S72","Saturday schedule","Saturday","Saturday",1,20221017,NA,"Fall/Winter"
"108","FLL 22-N-Sa-5","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20221017,NA,"Fall/Winter"
"109","FLL 22-N-Sa-6","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20221017,NA,"Fall/Winter"
"110","FLL 22-N-Sa-8","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20221017,NA,"Fall/Winter"
"111","FLL 22-N-Su-1-S6d","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"112","FLL 22-N-Su-1-S72","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"113","FLL 22-N-Su-5","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20221017,NA,"Fall/Winter"
"114","FLL 22-N-Su-6","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20221017,NA,"Fall/Winter"
"115","FLL 22-N-Su-8","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20221017,NA,"Fall/Winter"
"116","FLL 22-N-Wdy-1","Weekday schedule","Weekday","Weekday",1,20221017,NA,"Fall/Winter"
"117","FLL 22-N-Wdy-5","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20221017,NA,"Fall/Winter"
"118","FLL 22-N-Wdy-6","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20221017,NA,"Fall/Winter"
"119","FLL 22-N-Wdy-7","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20221017,NA,"Fall/Winter"
"120","FLL 22-S-Sa-1","Saturday schedule","Saturday","Saturday",1,20221017,NA,"Fall/Winter"
"121","FLL 22-S-Sa-1-S859962ef-MddStpBrr","Saturday schedule","Saturday","Saturday",4,20221017,NA,"Fall/Winter"
"122","FLL 22-S-Sa-1-S86","Saturday schedule","Saturday","Saturday",1,20221017,NA,"Fall/Winter"
"123","FLL 22-S-Sa-1-Sb4","Saturday schedule","Saturday","Saturday",1,20221017,NA,"Fall/Winter"
"124","FLL 22-S-Sa-1-Sb7371956-BrrSthStnSsdGrh","Saturday schedule (construction)","Saturday (construction)","Saturday",4,20221017,NA,"Fall/Winter"
"125","FLL 22-S-Sa-1-Sc5","Saturday schedule","Saturday","Saturday",1,20221017,NA,"Fall/Winter"
"126","FLL 22-S-Sa-1-Sc9a3b080-KnnStpAtBrr","Saturday schedule","Saturday","Saturday",4,20221017,NA,"Fall/Winter"
"127","FLL 22-S-Su-1","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"128","FLL 22-S-Su-1-S859962ef-MddStpBrr","Sunday schedule","Sunday","Sunday",4,20221017,NA,"Fall/Winter"
"129","FLL 22-S-Su-1-S86","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"130","FLL 22-S-Su-1-S8f","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"131","FLL 22-S-Su-1-Sb4","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"132","FLL 22-S-Su-1-Sb6","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"133","FLL 22-S-Su-1-Sb7371956-BrrSthStnSsdGrh","Sunday schedule (construction)","Sunday (construction)","Sunday",4,20221017,NA,"Fall/Winter"
"134","FLL 22-S-Su-1-Sc0","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"135","FLL 22-S-Su-1-Sc5","Sunday schedule","Sunday","Sunday",1,20221017,NA,"Fall/Winter"
"136","FLL 22-S-Su-1-Sc9a3b080-KnnStpAtBrr","Sunday schedule","Sunday","Sunday",4,20221017,NA,"Fall/Winter"
"137","FLL 22-S-Wdy-70","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20221017,NA,"Fall/Winter"
"138","FllSnd","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"139","FllStd","Saturday schedule","Saturday","Saturday",1,20220828,20221217,"Fall"
"140","FllWkd","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"141","FlrStd","Saturday schedule","Saturday","Saturday",1,20221017,NA,"Fall/Winter"
"142","FlrWkd","Weekday schedule","Weekday","Weekday",1,20221017,NA,"Fall/Winter"
"143","Green-C-SeptUnionSq-Sa-NGLX","Saturday schedule (Green Line D construction)","Saturday (Green Line D construction)","Saturday",1,20220619,20220827,"Summer"
"144","Green-C-SeptUnionSq-Su-NGLX","Sunday schedule (Green Line D construction)","Sunday (Green Line D construction)","Sunday",1,20220619,20220827,"Summer"
"145","Green-C-SeptUnionSq-Wdy-NGLX","Weekday schedule (Green Line D construction)","Weekday (Green Line D construction)","Weekday",1,20220619,20220827,"Summer"
"146","LRV422-hlb42011-Wdy-01-3a38125a","Weekday schedule","Weekday","Weekday",4,20220828,20221217,"Fall"
"147","LRV422-hlb42011-Wdy-01-NGLX","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"148","LRV422-hlb42016-Sa-01-3a38125a","Saturday schedule","Saturday","Saturday",4,20220828,20221217,"Fall"
"149","LRV422-hlb42016-Sa-01-NGLX","Saturday schedule","Saturday","Saturday",1,20220828,20221217,"Fall"
"150","LRV422-hlb42017-Su-01-3a38125a","Sunday schedule","Sunday","Sunday",4,20220828,20221217,"Fall"
"151","LRV422-hlb42017-Su-01-NGLX","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"152","LRV422-hlm42011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"153","PRIV422-hpa42011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"154","PRIV422-hpj42011-Wdy-01","Weekday schedule","Weekday","Weekday",1,20220828,20221217,"Fall"
"155","PRIV422-hpj42017-Su-01","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"156","RTL422-hmb42l31-Sa-01","Weekday schedule (reduced service)","Weekday (reduced service)","Weekday",5,20220828,20221217,"Fall"
"157","RTL422-hmb42l31-Sa-01-2fc56662","Weekday schedule (reduced service)","Weekday (reduced service)","Weekday",4,20220828,20221217,"Fall"
"158","RTL422-hmo42l31-Sa-01","Weekday schedule (reduced service)","Weekday (reduced service)","Weekday",5,20220828,20221217,"Fall"
"159","RTL422-hms42016-Sa-01","Saturday schedule","Saturday","Saturday",1,20220828,20221217,"Fall"
"160","RTL422-hms42016-Sa-01-AlfHrd","Saturday schedule","Saturday","Saturday",4,20220828,20221217,"Fall"
"161","RTL422-hms42016-Sa-01-AstJFK","Saturday schedule","Saturday","Saturday",4,20220828,20221217,"Fall"
"162","RTL422-hms42017-Su-01","Sunday schedule","Sunday","Sunday",1,20220828,20221217,"Fall"
"163","RTL422-hms42017-Su-01-AlfHrd","Sunday schedule","Sunday","Sunday",4,20220828,20221217,"Fall"
"164","RTL422-hms42017-Su-01-AstJFK","Sunday schedule","Sunday","Sunday",4,20220828,20221217,"Fall"
"165","RTL422-hms42l31-Sa-01","Weekday schedule (reduced service)","Weekday (reduced service)","Weekday",5,20220828,20221217,"Fall"
"166","SPR22-N-Sa-1","Saturday schedule","Saturday","Saturday",1,20220523,20221016,"Spring/Summer"
"167","SPR22-N-Sa-1-S72","Saturday schedule","Saturday","Saturday",1,20220523,20221016,"Spring/Summer"
"168","SPR22-N-Sa-27-S6d","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20220523,20221016,"Spring/Summer"
"169","SPR22-N-Sa-27-S9d378dcf-BvRckDn","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20220523,20221016,"Spring/Summer"
"170","SPR22-N-Su-1","Sunday schedule","Sunday","Sunday",1,20220523,20221016,"Spring/Summer"
"171","SPR22-N-Su-1-S72","Sunday schedule","Sunday","Sunday",1,20220523,20221016,"Spring/Summer"
"172","SPR22-N-Su-26","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220523,20221016,"Spring/Summer"
"173","SPR22-N-Su-27-S6d","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220523,20221016,"Spring/Summer"
"174","SPR22-N-Su-27-S9d378dcf-BvRckDn","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20220523,20221016,"Spring/Summer"
"175","SPR22-N-Wdy-1","Weekday schedule","Weekday","Weekday",1,20220523,20221016,"Spring/Summer"
"176","SPR22-N-Wdy-1-S72","Weekday schedule","Weekday","Weekday",1,20220523,20221016,"Spring/Summer"
"177","SPR22-N-Wdy-26-S6d","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,20221016,"Spring/Summer"
"178","SPR22-N-Wdy-26-S9f","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,20221016,"Spring/Summer"
"179","SPR22-N-Wdy-27","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,20221016,"Spring/Summer"
"180","SPR22-S-Sa-1","Saturday schedule","Saturday","Saturday",1,20220523,20221016,"Spring/Summer"
"181","SPR22-S-Sa-1-S859962ef-MddStpBrr","Saturday schedule","Saturday","Saturday",4,20220523,20221016,"Spring/Summer"
"182","SPR22-S-Sa-1-S86","Saturday schedule","Saturday","Saturday",1,20220523,20221016,"Spring/Summer"
"183","SPR22-S-Sa-1-Sb4","Saturday schedule","Saturday","Saturday",1,20220523,20221016,"Spring/Summer"
"184","SPR22-S-Sa-1-Sb7371956-BrrSthStnSsdGrh","Saturday schedule (construction)","Saturday (construction)","Saturday",4,20220523,20221016,"Spring/Summer"
"185","SPR22-S-Sa-1-Sc5","Saturday schedule","Saturday","Saturday",1,20220523,20221016,"Spring/Summer"
"186","SPR22-S-Sa-1-Sc9a3b080-KnnStpAtBrr","Saturday schedule","Saturday","Saturday",4,20220523,20221016,"Spring/Summer"
"187","SPR22-S-Su-1","Sunday schedule","Sunday","Sunday",1,20220523,20221016,"Spring/Summer"
"188","SPR22-S-Su-1-S859962ef-MddStpBrr","Sunday schedule","Sunday","Sunday",4,20220523,20221016,"Spring/Summer"
"189","SPR22-S-Su-1-S86","Sunday schedule","Sunday","Sunday",1,20220523,20221016,"Spring/Summer"
"190","SPR22-S-Su-1-Sb4","Sunday schedule","Sunday","Sunday",1,20220523,20221016,"Spring/Summer"
"191","SPR22-S-Su-1-Sb7371956-BrrSthStnSsdGrh","Sunday schedule (construction)","Sunday (construction)","Sunday",4,20220523,20221016,"Spring/Summer"
"192","SPR22-S-Su-1-Sc5","Sunday schedule","Sunday","Sunday",1,20220523,20221016,"Spring/Summer"
"193","SPR22-S-Su-1-Sc9a3b080-KnnStpAtBrr","Sunday schedule","Sunday","Sunday",4,20220523,20221016,"Spring/Summer"
"194","SPR22-S-Wdy-1","Weekday schedule","Weekday","Weekday",1,20220523,20221016,"Spring/Summer"
"195","SPR22-S-Wdy-1-S8f","Weekday schedule","Weekday","Weekday",1,20220523,20221016,"Spring/Summer"
"196","SPR22-S-Wdy-1-Sb6","Weekday schedule","Weekday","Weekday",1,20220523,20221016,"Spring/Summer"
"197","SPR22-S-Wdy-1-Sc0","Weekday schedule","Weekday","Weekday",1,20220523,20221016,"Spring/Summer"
"198","SPR22-S-Wdy-16-S86","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,20221016,"Spring/Summer"
"199","SPR22-S-Wdy-16-Sb4","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,20221016,"Spring/Summer"
"200","SPR22-S-Wdy-16-Sc5","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20220523,20221016,"Spring/Summer"
"201","ThgD","Holiday (Sunday schedule)","Holiday","Sunday",3,20220828,20221217,"Fall"
"202","VeteransDay-DfrThgD","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20220828,20221217,"Fall"
"203","BUS12022-hba12ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20211219,20220312,"Winter"
"204","BUS12022-hbb12ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20211219,20220312,"Winter"
"205","BUS12022-hbc12ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20211219,20220312,"Winter"
"206","BUS12022-hbf12ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20211219,20220312,"Winter"
"207","BUS12022-hbg12ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20211219,20220312,"Winter"
"208","BUS12022-hbl12ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20211219,20220312,"Winter"
"209","BUS12022-hbq12ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20211219,20220312,"Winter"
"210","BUS12022-hbs12NS1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20211219,20220312,"Winter"
"211","BUS12022-hbt12ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20211219,20220312,"Winter"
"212","BUS12022-htn12ns1-Wdy-02","Weekday schedule (no school)","Weekday (no school)","Weekday",1,20211219,20220312,"Winter"
"213","Boat-F1-Wdy-Fall-21","Weekday schedule","Weekday","Weekday",1,20211012,NA,"Fall"
"214","Boat-F4-Sa-Fall-21","Saturday schedule","Saturday","Saturday",1,20211012,NA,"Fall"
"215","Boat-F4-Su-Fall-21","Sunday schedule","Sunday","Sunday",1,20211012,NA,"Fall"
"216","Boat-F4-Wdy-Fall-21","Weekday schedule","Weekday","Weekday",1,20211012,NA,"Fall"
"217","FALL 2021-N-Sa-23","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"218","FALL 2021-N-Sa-5-LtnWct","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"219","FALL 2021-N-Sa-5-S6d","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"220","FALL 2021-N-Sa-5-S72","Saturday schedule (modified service)","Saturday (modified service)","Saturday",4,20211011,NA,"Fall"
"221","FALL 2021-N-Sa-5-S9d378dcf-MRRct","Saturday schedule (modified service)","Saturday (modified service)","Saturday",1,20211011,NA,"Fall"
"222","FALL 2021-N-Su-5-LtnWct","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"223","FALL 2021-N-Su-5-S6d","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"224","FALL 2021-N-Su-5-S72","Sunday schedule (modified service)","Sunday (modified service)","Sunday",4,20211011,NA,"Fall"
"225","FALL 2021-N-Su-5-S9d378dcf-MRRct","Sunday schedule (modified service)","Sunday (modified service)","Sunday",1,20211011,NA,"Fall"
"226","FALL 2021-N-Wdy-17","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"227","FALL 2021-N-Wdy-5","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"228","FALL 2021-N-Wdy-5-LtnWct","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
"229","FALL 2021-N-Wdy-5-S6d","Weekday schedule (modified service)","Weekday (modified service)","Weekday",4,20211011,NA,"Fall"
